,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
386,54440058,1,45,79,10,6,134,19,36,33.6,6.81,55,2,0,1,1,5,0,2,2,1,2,1,0,1,1,7.5,28,4,2,1957,1,3,2,4,7000,2,1,2,2,2,2,1,16.8,9.76,2,4,3,3,4,5,4,1,4,4,4,3,5,3,6,3,4,2,5,4,4,4,4,3,4,3,4,2,4,4,2,4,2,2,4,4,2,1,2,4,4,2,5,4,4,3,4,4,2,1,2,4,4,2,3,7,1,2,4,4,5,1,1,3,3,4,6,73.0,4,6,53,0.001472131
387,28240158,0,14,10,9,0,30,20,0,4.0,0.58,10,6,4,1,-1,1,4,1,-1,1,1,2,-1,1,1,8.0,7,4,1,1968,2,3,1,3,7000,6,1,2,2,2,2,1,2.2,0.83,2,4,2,2,5,5,2,2,2,5,2,5,2,1,1,1,5,1,5,2,4,4,2,1,5,4,4,4,4,4,2,4,1,4,4,3,2,1,1,5,1,3,4,4,2,2,1,5,1,2,2,4,5,4,3,4,2,1,2,4,5,1,3,2,2,4,3,5.6,4,3,42,0.00010913200000000001
388,70740215,1,30,30,1,2,63,24,9,12.4,1.89,24,4,2,1,0,4,2,1,1,1,1,3,0,1,1,5.0,6,4,1,1970,1,3,1,3,7000,3,2,2,2,2,2,1,12.4,2.71,1,3,3,4,4,5,4,3,3,4,4,4,5,2,3,2,4,2,4,4,3,4,4,3,3,3,4,2,4,4,2,4,3,3,2,3,4,1,2,4,2,4,3,4,3,3,2,4,3,3,3,4,3,4,1,6,2,2,2,3,3,2,2,2,2,3,8,15.0,5,8,40,0.000409116
389,10540169,1,80,23,4,1,112,86,3,7.8,1.54,20,2,0,1,0,2,0,1,1,1,1,2,0,2,1,3.0,20,3,1,1941,1,2,9,4,5000,3,1,2,2,2,2,1,3.9,2.21,1,3,5,3,4,4,6,1,4,4,3,5,6,2,6,6,4,1,5,3,3,4,5,4,4,6,4,2,5,3,1,1,1,2,6,2,6,1,4,4,1,4,3,4,6,6,6,5,6,4,3,4,4,6,3,4,2,1,4,1,5,2,3,2,2,3,1,17.5,4,1,69,0.0003213
390,10540130,1,59,52,7,1,120,64,4,9.0,2.76,40,4,2,2,-1,5,2,2,1,1,1,2,0,1,1,5.0,9,5,1,1970,2,3,1,7,9000,3,1,2,2,2,2,1,4.5,3.96,2,4,1,1,5,5,6,1,3,5,1,5,3,1,4,3,5,1,4,3,4,3,3,5,1,5,2,2,4,3,5,1,3,2,4,1,3,2,5,5,2,3,4,3,5,2,1,5,1,4,1,5,4,2,-1,4,2,1,4,1,3,3,4,2,3,3,1,23.5,4,1,40,0.000409116
391,30860175,1,150,189,8,8,444,210,45,33.4,8.82,100,4,2,1,0,3,2,1,1,1,2,2,0,-1,1,4.0,7,3,1,1972,1,3,1,3,5000,3,2,2,2,2,2,1,33.4,12.64,1,4,3,3,3,4,4,6,6,5,2,4,4,1,5,1,3,2,5,3,4,4,4,1,3,3,4,2,4,1,1,1,4,1,4,5,3,1,4,5,3,2,5,5,5,2,4,5,1,3,1,3,4,4,3,6,2,2,4,2,6,6,2,2,1,4,4,85.5,5,4,38,0.000967286
392,90300838,1,75,102,1,3,207,89,16,17.0,5.49,45,2,0,2,0,2,0,1,1,1,1,2,0,1,1,5.5,11,6,1,1952,1,3,1,1,15000,6,1,2,2,2,2,1,8.5,7.87,2,4,2,3,3,5,5,2,2,5,2,5,4,2,5,1,1,1,4,5,4,3,4,2,2,4,1,1,4,4,1,2,3,3,4,2,3,2,4,4,1,4,4,4,5,2,2,4,1,3,4,4,1,4,-1,2,2,2,2,3,4,4,1,2,2,3,7,55.6,4,7,58,0.00010913200000000001
393,28240312,1,-1,26,10,1,72,38,8,8.8,1.58,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,8.8,2.26,3,3,4,3,2,2,-1,-1,-1,4,4,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,-1,4,-1,4,3,4,3,3,4,4,3,2,4,4,2,4,4,4,3,2,2,4,-1,2,3,3,2,4,3,4,2,1,2,4,-2,1,-2,-2,-2,-2,3,15.0,-2,3,-1,0.000409116
394,54540399,0,162,78,1,2,144,65,1,33.4,6.38,74,2,0,2,1,0,0,2,2,1,1,2,0,2,2,4.5,11,5,2,1958,1,7,2,6,9000,3,1,2,2,1,2,1,16.7,9.14,1,3,3,2,6,4,2,5,4,5,3,5,5,3,2,6,5,6,5,5,5,5,5,5,1,1,4,2,1,5,1,3,4,1,5,1,3,1,2,6,3,3,3,5,5,3,3,4,1,5,3,3,2,5,2,6,2,2,4,4,2,3,4,1,1,4,6,55.5,8,6,52,0.000367986
395,10360322,1,60,60,1,3,142,52,30,26.0,5.2,42,3,1,1,-1,3,1,2,1,1,2,3,-1,1,2,3.5,3,4,2,1975,2,3,1,6,7000,4,2,2,2,2,2,1,26.0,7.45,2,2,3,2,5,5,2,4,3,5,2,4,5,2,4,4,5,1,5,4,4,4,4,3,4,6,6,2,5,2,4,6,4,2,3,2,4,1,4,5,1,5,4,5,4,3,3,4,1,2,3,3,4,4,2,4,2,1,4,1,5,2,4,2,2,3,1,58.0,3,1,35,0.00023208400000000002
396,10540067,1,-1,29,1,1,66,35,2,3.0,1.22,16,3,1,2,0,4,0,3,1,1,1,3,0,1,1,5.0,44,5,1,1955,2,3,1,6,9000,5,1,2,2,2,2,1,2.2,1.75,3,4,3,2,3,5,5,3,1,4,4,4,4,2,4,4,5,1,5,4,4,4,4,3,4,1,2,5,5,1,3,2,1,3,4,4,2,1,1,4,3,3,4,4,4,2,1,5,2,3,4,2,4,4,1,4,2,1,4,1,5,1,4,1,2,2,1,12.0,5,1,55,0.00010913200000000001
398,90320583,1,30,54,1,2,98,42,2,14.0,2.56,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,14.0,3.67,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,3,-2,2,-2,-2,-2,-2,7,24.0,-2,7,-1,9.82e-05
399,96040427,1,65,83,1,3,219,74,62,37.4,5.18,70,2,0,2,0,2,0,1,2,1,1,2,0,1,1,5.0,12,3,2,1961,1,4,1,8,5000,7,2,2,2,2,2,1,37.4,7.42,3,3,3,2,4,4,5,2,4,4,4,4,4,2,3,6,3,2,4,3,4,4,4,2,4,3,3,3,4,4,2,3,3,2,3,3,3,2,2,4,2,4,4,4,3,3,2,4,2,3,3,4,3,4,1,8,1,2,3,2,5,2,3,-1,3,3,7,52.0,3,7,49,0.000144039
400,95240431,1,20,24,10,2,53,21,8,4.2,1.58,19,1,0,1,0,1,0,1,0,1,2,2,0,2,2,4.5,3,1,2,1957,1,1,3,6,2000,3,2,2,2,2,2,1,4.2,2.26,4,4,2,5,4,4,3,3,4,4,3,5,4,3,4,3,4,1,4,3,4,4,3,4,4,3,4,2,4,3,1,3,2,3,3,3,4,1,3,4,3,1,4,4,4,3,1,5,4,3,4,4,4,4,3,6,2,2,4,4,5,1,2,2,2,3,7,16.0,5,7,53,0.000367986
401,19730119,1,25,12,1,0,51,39,0,4.8,1.64,24,3,0,2,1,2,0,2,3,1,1,3,1,1,2,4.0,27,4,2,1982,2,6,2,6,7000,3,2,2,2,2,2,2,4.8,2.35,1,4,4,3,4,4,5,2,5,2,5,2,5,4,2,6,5,1,5,4,2,4,5,5,2,2,5,4,5,2,2,5,5,5,5,2,5,1,5,5,1,5,4,5,1,4,1,5,1,5,4,5,1,2,1,6,1,1,2,1,6,1,3,1,3,3,2,15.0,3,2,28,0.00087004
402,90320388,1,5,1,11,0,15,14,0,3.0,0.16,2,5,3,2,0,2,0,2,1,1,2,2,1,2,2,5.5,22,6,1,1976,1,3,1,3,15000,6,1,2,2,2,2,1,2.2,0.23,2,3,4,2,3,4,5,3,2,5,4,3,3,2,2,4,4,1,4,6,4,4,4,2,5,3,1,2,5,2,2,2,2,2,3,4,4,3,4,1,2,2,4,4,2,2,2,5,4,4,2,4,4,4,3,2,2,2,2,3,3,1,2,-1,-1,3,7,1.2,5,7,34,0.000258025
403,28241228,0,17,7,4,0,26,19,0,4.0,0.51,8,2,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,5.0,27,3,2,1945,2,2,9,6,5000,3,1,2,2,2,2,1,2.2,0.73,2,2,4,5,4,4,3,3,3,3,3,4,4,2,5,3,3,2,4,4,5,2,3,2,4,4,4,4,5,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,3,3,2,4,2,2,4,2,3,4,3,4,2,1,2,4,6,1,-1,-1,-1,4,3,4.9,5,3,65,0.000288998
404,50270163,0,12,56,1,3,84,20,8,13.0,4.02,31,3,0,1,0,0,0,1,1,1,1,2,0,1,1,7.0,2,6,1,1945,1,3,2,8,15000,3,2,2,2,1,2,1,0.0,5.76,4,2,6,4,2,2,1,4,2,6,6,6,4,5,2,6,5,3,4,4,3,2,3,2,4,4,6,2,4,4,2,1,1,1,2,2,1,1,1,4,3,3,3,5,2,6,6,3,3,2,2,3,4,5,1,7,1,2,2,4,6,1,1,2,2,3,5,44.0,5,5,65,0.0003213
407,54261138,1,40,44,1,2,86,28,14,7.6,2.12,30,3,0,2,0,1,0,2,3,1,1,3,0,1,1,5.5,21,6,2,1958,1,3,2,6,15000,3,2,2,2,2,2,1,7.6,3.04,4,4,3,2,3,4,5,2,2,5,2,2,4,2,3,1,5,1,5,4,5,5,5,2,4,2,5,3,5,3,1,4,3,2,2,4,3,1,1,5,3,2,5,5,4,1,1,5,2,1,3,2,2,2,1,7,1,2,4,2,5,2,1,2,1,4,6,19.0,3,6,52,0.000367986
408,54421128,0,41,34,10,1,54,16,4,13.6,2.85,30,2,0,1,0,0,0,0,1,2,1,2,0,1,2,9.0,48,4,2,1932,1,2,9,3,7000,3,1,2,2,2,2,1,6.8,4.08,2,2,3,3,3,3,-1,-1,3,-1,3,-1,4,3,3,-1,4,2,-1,-1,-1,4,4,1,4,3,4,3,6,3,6,6,6,3,4,4,2,2,2,3,3,2,4,3,6,6,3,6,6,6,6,3,3,3,3,2,2,2,4,4,5,1,1,2,2,1,6,28.0,5,6,78,0.000288998
409,44690034,0,30,41,10,1,62,6,15,8.0,1.28,18,3,1,1,0,3,0,1,2,1,1,3,0,1,2,6.0,20,-1,2,-1,1,6,8,-1,9321,5,1,2,2,1,2,-1,4.0,1.83,4,4,2,2,5,5,4,3,5,4,6,5,5,4,6,2,3,1,6,6,6,6,6,2,5,5,5,2,5,5,4,5,4,2,5,4,4,2,4,4,2,4,5,4,6,6,1,4,2,2,4,2,2,4,3,7,1,2,4,3,5,2,-1,4,4,1,5,13.0,3,5,-1,0.00023208400000000002
410,28240111,1,10,1,1,0,29,28,0,6.0,0.26,8,4,2,2,1,4,2,3,2,1,1,2,0,1,1,6.0,4,4,2,1979,2,3,1,2,7000,7,2,2,2,2,2,1,6.0,0.37,1,2,3,2,5,5,4,3,2,5,5,5,3,1,5,5,5,1,3,2,1,5,5,1,5,1,1,1,5,2,2,1,2,2,5,5,4,1,3,3,3,3,5,5,5,1,1,5,1,4,5,3,5,5,2,4,2,1,2,4,3,2,3,1,1,3,3,2.4,4,3,31,0.000340556
411,52720593,1,-1,33,9,1,62,19,10,9.6,1.37,19,1,0,1,0,0,0,1,1,1,1,-1,-1,1,-1,-1.0,35,2,-1,-1,1,1,-1,-1,3250,-1,2,2,2,2,2,1,9.6,1.96,1,3,5,4,1,3,6,5,1,5,5,5,4,3,2,3,5,1,5,3,3,4,5,5,1,6,4,3,5,3,1,6,3,2,4,3,3,3,3,4,1,2,4,4,6,1,3,5,4,3,1,4,5,2,3,7,1,2,3,3,4,1,2,3,3,4,5,14.0,4,5,-1,0.00087004
412,10360113,1,15,72,1,5,145,54,19,14.0,1.26,14,4,0,3,2,3,0,3,3,1,1,4,1,1,1,5.0,5,5,1,1957,1,3,1,1,9000,3,2,2,2,2,2,1,14.0,1.81,1,4,4,3,3,4,6,6,2,4,3,4,4,2,3,4,4,2,4,2,3,4,4,4,6,6,4,2,6,6,2,6,6,4,4,2,4,2,4,4,2,4,4,4,4,2,2,4,2,3,2,3,4,2,-1,4,2,1,4,1,3,3,2,2,3,3,1,14.2,1,1,53,0.000409116
413,10360217,0,77,52,3,3,81,20,9,8.8,3.05,32,5,2,2,0,3,1,3,2,1,1,4,1,1,1,5.0,20,4,2,1991,2,6,8,8,7000,4,1,1,2,2,2,3,4.4,4.37,-1,5,3,2,4,4,4,2,3,5,2,5,2,1,5,3,2,1,4,2,4,4,4,4,4,2,4,3,4,4,4,2,2,3,4,2,5,5,3,3,4,2,3,3,3,4,1,5,2,4,1,4,5,4,1,4,2,1,4,1,5,2,4,-1,-1,-1,1,29.0,3,1,19,0.000146391
414,10980080,1,15,50,8,2,126,49,27,6.2,1.54,20,5,3,2,0,6,3,3,0,1,1,2,0,2,2,4.0,10,5,2,1972,2,3,6,8,9000,6,1,2,2,2,2,1,3.1,2.21,4,4,6,3,5,4,4,3,3,5,3,5,4,2,4,2,2,1,4,2,5,3,2,6,5,6,2,2,5,4,2,2,4,1,4,2,2,1,1,5,1,4,4,3,3,3,3,5,1,4,3,4,4,3,3,9,1,1,4,1,2,2,3,2,2,2,1,15.5,5,1,38,0.00023208400000000002
415,30860031,1,58,96,1,5,248,101,51,22.8,5.01,71,1,0,1,0,1,0,1,1,1,2,1,0,2,2,2.0,1,3,2,1963,1,1,1,6,5000,3,1,2,2,2,2,1,11.4,7.18,2,3,2,3,1,3,5,3,3,4,2,3,4,4,4,3,4,2,4,2,4,4,4,4,2,2,4,4,4,2,1,2,2,2,2,5,3,1,2,5,1,2,5,5,3,2,1,5,2,3,2,2,3,4,-1,6,2,2,4,2,5,6,1,2,1,4,4,56.5,4,4,47,0.000367986
417,10360574,1,30,25,3,1,44,19,0,4.8,1.56,15,4,0,3,1,3,0,4,4,1,2,8,2,2,1,4.5,15,4,1,1974,2,3,1,6,7000,3,2,2,2,2,2,1,4.8,2.24,4,5,5,1,5,5,4,4,3,5,6,5,2,3,2,6,4,1,5,2,3,2,5,5,2,2,3,2,4,2,1,4,3,5,5,5,4,1,1,5,2,5,4,5,4,2,3,4,3,4,3,4,3,4,1,4,2,1,4,1,5,1,3,3,1,2,1,14.0,3,1,36,0.000967286
418,39110781,1,15,24,1,1,65,40,1,7.4,1.29,15,2,0,1,1,1,0,1,1,1,1,1,1,2,1,-1.0,10,4,1,1963,1,5,1,3,7000,3,2,2,2,2,2,1,7.4,1.85,2,4,3,2,3,4,3,3,3,4,3,3,4,3,4,6,3,2,4,3,3,4,3,3,4,6,2,3,4,3,3,4,4,3,3,4,3,2,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,1,4,2,2,2,2,5,1,3,2,2,1,2,12.0,3,2,47,0.000409116
419,10540306,1,90,104,6,6,264,133,27,27.6,9.49,88,2,0,1,0,0,0,1,1,1,1,1,0,1,1,4.0,35,4,1,1940,2,2,9,6,7000,3,2,2,2,2,2,1,27.6,13.6,2,2,2,3,4,4,2,3,3,4,2,4,3,2,3,3,5,1,5,2,4,3,3,4,4,2,3,3,2,4,2,2,2,4,4,2,3,1,2,4,2,4,4,4,3,2,1,4,3,3,4,3,3,2,3,4,2,1,4,1,-1,2,3,2,4,3,1,102.0,-1,1,70,0.0003213
421,52730081,1,30,75,1,3,161,40,46,24.0,3.04,42,2,0,2,1,1,0,3,1,1,1,2,1,1,1,5.0,33,6,1,1948,1,3,1,1,15000,6,1,2,2,2,2,1,12.0,4.36,1,2,3,2,3,4,4,3,2,5,3,5,5,4,6,6,4,5,5,3,3,4,3,2,6,6,3,3,4,2,1,2,4,2,3,3,3,1,2,5,4,2,4,3,2,2,3,2,2,2,3,2,3,4,2,7,1,2,3,3,5,2,1,2,2,3,5,34.0,5,5,62,0.00010913200000000001
422,19650663,1,11,10,1,0,23,13,0,3.4,0.86,12,2,0,2,0,1,0,1,1,1,1,2,0,2,2,3.0,1,-1,2,1990,2,2,1,6,7384,3,2,2,2,2,2,1,3.4,1.23,2,4,3,2,4,4,4,2,2,5,2,5,3,1,2,5,4,1,5,5,4,5,5,2,2,2,4,5,5,2,4,4,4,2,2,5,3,1,4,4,2,4,4,5,5,4,2,4,2,4,3,4,2,4,1,4,2,1,2,2,5,1,3,2,1,2,2,6.0,4,2,20,0.00087004
423,52720643,1,10,11,9,0,31,20,0,64.4,0.73,10,6,-1,3,-1,6,-1,9,2,1,1,6,3,1,2,8.0,22,6,1,1987,1,6,8,2,15000,5,2,2,1,2,2,1,0.0,1.05,4,4,3,3,4,5,2,3,3,5,1,5,5,2,4,6,4,1,4,2,5,4,3,1,5,5,4,2,5,5,2,5,4,4,4,5,5,2,3,4,2,2,4,3,6,3,1,5,1,2,2,3,2,5,3,7,1,2,3,3,5,2,3,2,2,4,5,7.0,3,5,23,0.000258025
424,19130827,1,70,117,1,3,221,61,43,38.4,6.62,56,4,2,2,-1,4,2,1,2,1,1,2,-1,1,1,5.0,3,4,1,1971,2,3,1,6,7000,3,2,2,2,2,2,1,38.4,9.49,2,5,5,2,5,5,5,2,2,6,3,3,4,1,4,5,4,1,5,5,6,5,5,5,6,6,6,3,1,1,6,6,6,3,1,1,1,1,1,5,1,5,5,6,1,1,1,5,1,3,4,4,3,4,2,8,1,1,2,4,5,3,4,2,2,3,2,72.0,4,2,39,0.000967286
426,54261430,1,70,55,3,2,90,29,6,14.6,5.26,48,3,1,2,0,3,2,4,3,1,1,2,2,1,1,6.5,12,5,1,1972,1,3,1,6,9000,6,2,2,2,2,2,1,14.6,7.54,3,5,2,2,2,4,2,2,1,5,3,2,5,4,4,4,4,1,5,3,4,4,6,6,6,6,4,4,5,2,1,1,1,1,2,2,4,1,2,4,2,2,4,4,2,2,4,2,2,2,2,3,4,2,1,7,1,2,4,2,6,1,4,1,1,3,6,56.0,5,6,38,0.000258025
427,95240597,1,15,28,10,1,44,9,7,4.2,1.13,12,2,0,1,0,2,0,1,1,1,1,2,-1,1,1,3.0,6,2,-1,1940,1,2,9,-1,3250,2,1,2,2,2,2,2,2.2,1.62,2,3,3,3,6,3,4,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,3,4,3,3,3,3,6,4,6,6,3,6,6,6,6,6,6,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,6,2,2,4,4,6,1,1,1,1,-1,7,12.0,4,7,70,0.001285365
428,10350120,1,30,56,4,4,116,26,34,24.8,4.87,33,2,0,1,0,2,0,1,1,1,1,2,0,1,1,5.0,25,5,2,1946,2,2,9,2,9000,4,1,2,2,2,2,1,12.4,6.98,3,4,3,2,4,4,3,3,4,4,2,4,3,2,4,3,4,1,4,-1,3,4,2,4,4,2,4,4,2,3,3,4,4,3,4,4,4,2,3,4,4,3,4,3,3,4,3,4,3,3,3,4,4,3,3,7,1,1,4,1,5,2,3,2,2,3,1,45.0,5,1,64,9.82e-05
429,50760447,0,188,109,7,6,184,49,26,48.0,8.31,67,1,0,0,0,1,0,1,1,1,1,1,0,2,2,2.5,10,4,1,1954,1,1,1,6,7000,7,2,2,1,2,2,3,0.0,11.91,5,5,2,2,5,5,4,2,4,6,5,2,4,2,4,6,4,1,6,1,6,4,4,3,4,4,6,2,6,6,1,1,3,2,5,2,4,2,4,3,4,3,2,4,4,4,2,6,2,3,4,4,4,4,3,7,1,2,4,4,5,2,-1,2,2,-1,5,87.0,5,5,56,0.000160139
430,31321173,0,135,86,1,6,136,30,20,15.2,6.3,80,4,3,1,0,5,3,1,1,1,1,1,0,2,2,5.5,10,3,2,1968,1,4,2,6,5000,3,1,2,2,1,2,1,7.6,9.03,2,4,3,3,2,4,4,5,4,5,4,2,4,2,4,4,5,1,4,2,4,4,5,2,4,4,1,4,4,4,2,4,3,1,4,3,3,1,2,5,2,4,2,2,2,1,1,4,4,2,2,2,4,4,1,6,1,2,4,2,3,2,3,1,3,3,4,60.0,4,4,42,0.000367986
431,30330231,0,375,236,7,5,303,44,23,116.4,36.48,199,3,0,1,0,0,0,2,2,1,1,2,0,1,2,4.0,30,3,1,1938,1,3,9,2,5000,7,2,2,1,2,2,1,0.0,52.28,2,2,4,1,4,5,6,3,4,5,5,5,5,5,4,6,4,4,-1,4,5,3,3,5,4,3,6,6,5,4,6,4,6,3,5,3,5,3,4,5,3,5,4,5,6,3,3,5,4,3,5,2,3,4,3,4,1,2,2,4,3,2,2,2,4,2,4,302.0,3,4,72,0.000125765
433,31320060,0,129,59,7,2,90,26,5,19.2,6.16,77,2,0,1,0,1,0,2,2,1,1,2,0,1,1,5.0,7,3,1,1939,1,2,9,3,5000,4,1,2,2,2,2,1,9.6,8.83,3,4,2,3,3,4,4,6,4,5,5,6,4,3,4,2,3,1,5,2,4,2,2,1,5,4,1,3,5,4,1,2,2,3,5,3,2,2,3,4,2,2,4,3,3,2,2,4,3,3,2,3,4,4,3,6,1,2,4,2,5,2,1,2,3,3,4,60.0,4,4,71,8.57e-05
434,54200227,0,34,31,4,0,48,17,0,7.6,3.99,39,3,0,1,0,3,0,3,2,1,1,3,0,1,1,5.0,28,6,2,1953,1,3,2,6,15000,3,2,2,1,2,2,2,0.0,5.72,4,4,2,2,4,4,4,2,2,5,4,2,3,3,4,2,4,1,2,4,4,3,2,4,4,4,2,3,4,4,2,4,4,2,4,2,4,2,3,4,3,3,4,3,2,2,2,5,2,3,3,4,3,4,3,4,2,2,4,4,3,2,1,2,3,3,6,42.0,4,6,57,0.000367986
436,90300555,0,17,18,1,0,33,15,0,6.4,1.05,13,2,0,1,0,2,0,1,1,1,1,2,0,2,1,4.0,4,-1,1,1954,1,3,1,6,7384,3,1,2,2,1,2,1,3.2,1.5,2,4,3,2,4,5,5,3,3,5,3,3,4,2,4,6,4,3,4,2,4,3,2,4,4,4,4,1,4,4,2,4,4,3,5,4,3,1,4,5,2,4,4,3,3,3,3,4,3,2,4,4,4,4,1,2,2,2,2,3,5,1,-1,-1,-1,3,7,9.0,5,7,56,0.000409116
437,90300354,2,10,6,1,0,30,24,0,4.4,0.26,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,4.4,0.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,3,-1,2,-1,-1,-1,-1,7,1.8,-1,7,-1,0.000367986
438,54421189,1,14,20,1,0,57,37,0,7.6,1.06,14,2,0,2,0,4,0,2,2,1,1,2,0,2,2,4.0,16,6,1,1965,1,2,1,5,15000,3,1,2,2,2,2,1,3.8,1.52,4,4,3,3,4,5,4,2,6,5,4,4,4,3,4,6,3,1,5,3,4,2,3,2,2,2,4,2,4,3,2,1,2,3,4,3,2,1,3,4,4,2,4,4,4,3,3,4,2,2,4,2,3,4,1,2,2,2,4,4,2,2,1,2,2,3,6,9.5,5,6,45,0.000409116
439,47120587,0,102,93,4,2,147,40,14,23.2,5.28,52,3,1,0,0,2,1,1,1,1,1,1,0,2,2,5.5,14,4,1,1957,1,3,1,3,7000,6,1,2,2,2,2,2,11.6,7.57,4,4,2,2,4,4,4,2,4,5,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,4,3,3,3,3,3,4,4,2,4,2,4,1,1,5,2,2,2,4,4,4,4,4,2,2,2,2,4,4,3,7,1,2,3,3,5,2,3,1,2,3,5,55.0,4,5,53,0.00010913200000000001
440,30860443,1,210,112,9,5,157,25,20,33.0,5.78,64,4,0,2,0,3,0,3,1,1,1,4,0,2,2,5.0,11,6,1,1961,1,3,1,6,15000,3,1,1,2,2,2,1,16.5,8.28,2,3,4,2,3,4,5,3,4,4,3,2,5,2,5,2,5,2,4,3,5,4,3,2,4,5,4,4,5,4,2,4,3,2,5,4,3,1,1,5,2,3,4,5,4,2,1,5,3,1,4,3,4,4,3,6,2,2,4,2,6,1,4,-1,2,4,4,62.0,5,4,49,0.000409116
441,50760132,1,240,266,10,12,425,103,56,112.4,16.3,160,2,0,2,1,1,0,5,1,1,2,2,2,1,1,5.0,10,4,2,1960,1,3,1,6,7000,4,1,2,2,2,2,1,56.2,23.36,1,4,4,1,4,5,1,5,3,1,3,4,5,3,2,6,4,2,3,2,4,3,5,3,3,2,2,3,5,4,4,1,1,2,4,2,4,1,4,4,2,1,4,5,3,2,3,2,1,3,4,3,3,4,3,7,1,2,4,4,4,4,2,2,3,3,5,175.0,4,5,50,9.82e-05
442,90301034,0,53,35,11,0,65,30,0,6.0,1.96,22,2,-1,1,-1,1,-1,1,1,1,1,2,0,2,1,4.5,18,3,1,1944,1,2,9,3,5000,3,1,2,2,1,2,1,3.0,2.81,3,5,6,6,4,5,6,6,6,4,5,2,4,1,5,6,2,2,4,2,5,2,2,2,5,4,2,2,4,4,1,4,4,1,4,4,4,1,2,4,2,2,4,6,6,2,2,4,6,4,2,4,5,4,3,2,2,2,2,3,3,2,2,3,4,3,7,17.0,5,7,66,0.0003213
443,70140060,1,25,30,9,0,50,20,0,9.6,1.32,18,2,0,2,0,2,0,1,1,1,1,2,0,1,1,6.0,24,6,1,1951,3,3,1,1,15000,6,1,2,2,2,2,1,4.8,1.89,3,2,2,4,3,4,2,2,2,4,2,4,4,2,3,2,4,2,3,4,3,4,2,2,3,4,3,2,3,2,2,4,4,4,3,4,3,2,2,4,3,2,3,3,2,2,2,4,2,2,2,4,4,4,3,4,2,2,2,3,5,2,1,1,2,4,8,13.0,4,8,59,0.00010913200000000001
